0 0 1 0
0.01 0 1 0
0.02 0 1 0
0.03 0 1 0
0.04 0 1 0
0.05 0 1 0
0.06 0 1 0
0.07 0 1 0
0.08 0 1 0
0.09 0 1 0
0.1 0 1 0
0.11 0 1 0
0.12 0 1 0
0.13 0 1 0
0.14 0 1 0
0.15 0 1 0
0.16 0 1 0
0.17 0 1 0
0.18 0 1 0
0.19 0 1 0
0.2 0 1 0
0.21 0 1 0
0.22 0 1 0
0.23 0 1 0
0.24 0 1 0
0.25 0 1 0
0.26 0 1 0
0.27 0 1 0
0.28 0 1 0
0.29 0 1 0
0.3 0 1 0
0.31 0 1 0
0.32 0 1 0
0.33 0 1 0
0.34 0 1 0
0.35 0 1 0
0.36 0 1 0
0.37 0 1 0
0.38 0 1 0
0.39 0 1 0
0.4 0 1 0
0.41 0 1 0
0.42 0 1 0
0.43 0 1 0
0.44 0 1 0
0.45 0 1 0
0.46 0 1 0
0.47 0 1 0
0.48 0 1 0
0.49 0 1 0
0.5 0 1 0
0.51 0 1 0
0.52 0 1 0
0.53 0 1 0
0.54 0 1 0
0.55 0 1 0
0.56 0 1 0
0.57 0 1 0
0.58 0 1 0
0.59 0 1 0
0.6 0 1 0
0.61 0 1 0
0.62 0 1 0
0.63 0 1 0
0.64 0 1 0
0.65 0 1 0
0.66 0 1 0
0.67 0 1 0
0.68 0 1 0
0.69 0 1 0
0.7 0 1 0
0.71 0 1 0
0.72 1 1 1
0.73 1 1 1
0.74 1 1 1
0.75 1 1 1
0.76 1 1 1
0.77 1 1 1
0.78 1 1 1
0.79 1 1 1
0.8 1 1 1
0.81 1 1 1
0.82 1 1 1
0.83 1 1 1
0.84 1 1 1
0.85 1 1 1
0.86 1 1 1
0.87 1 1 1
0.88 1 1 1
0.89 1 1 1
0.9 1 1 1
0.91 1 1 1
0.92 1 1 1
0.93 1 1 1
0.94 1 1 1
0.95 1 1 1
0.96 1 1 1
0.97 1 1 1
0.98 1 1 1
0.99 1 1 1
1 1 1 1
1.01 1 1 1
1.02 1 1 1
1.03 1 1 1
1.04 1 1 1
1.05 1 1 1
1.06 1 1 1
1.07 1 1 1
1.08 1 1 1
1.09 1 1 1
1.1 1 1 1
1.11 1 1 1
1.12 1 1 1
1.13 1 1 1
1.14 1 1 1
1.15 1 1 1
1.16 1 1 1
1.17 1 1 1
1.18 1 1 1
1.19 1 1 1
1.2 1 1 1
1.21 1 1 1
1.22 1 1 1
1.23 1 1 1
1.24 1 1 1
1.25 1 1 1
1.26 1 1 1
1.27 1 1 1
1.28 1 1 1
1.29 1 1 1
1.3 1 1 1
1.31 1 1 1
1.32 1 1 1
1.33 1 1 1
1.34 1 1 1
1.35 1 1 1
1.36 1 1 1
1.37 1 1 1
1.38 1 1 1
1.39 1 1 1
1.4 1 1 1
1.41 1 1 1
1.42 1 1 1
1.43 1 1 1
1.44 1 1 1
1.45 1 1 1
1.46 1 1 1
1.47 1 1 1
1.48 1 1 1
1.49 1 1 1
1.5 1 1 1
1.51 1 1 1
1.52 1 1 1
1.53 1 1 1
1.54 1 1 1
1.55 1 1 1
1.56 2 1 2
1.57 3 3 1
1.58 2 2 1
1.59 3 3 1
1.6 3 3 1
1.61 2 2 1
1.62 3 3 1
1.63 3 3 1
1.64 2 2 1
1.65 3 3 1
1.66 3 3 1
1.67 2 2 1
1.68 3 3 1
1.69 3 3 1
1.7 2 2 1
1.71 3 3 1
1.72 3 3 1
1.73 2 2 1
1.74 3 3 1
1.75 3 3 1
1.76 2 2 1
1.77 3 3 1
1.78 3 3 1
1.79 2 2 1
1.8 3 3 1
1.81 3 3 1
1.82 2 2 1
1.83 3 3 1
1.84 3 3 1
1.85 2 2 1
1.86 3 3 1
1.87 3 3 1
1.88 2 2 1
1.89 3 3 1
1.9 3 3 1
1.91 2 2 1
1.92 3 3 1
1.93 3 3 1
1.94 2 2 1
1.95 3 3 1
1.96 3 3 1
1.97 2 2 1
1.98 3 3 1
1.99 3 3 1
2 2 3 0.666667
2.01 3 15 0.2
2.02 3 9 0.333333
2.03 2 8 0.25
2.04 3 7 0.428571
2.05 3 9 0.333333
2.06 2 8 0.25
2.07 3 8 0.375
2.08 2 8 0.25
2.09 3 7 0.428571
2.1 3 9 0.333333
2.11 2 8 0.25
2.12 3 8 0.375
2.13 3 8 0.375
2.14 2 8 0.25
2.15 3 8 0.375
2.16 3 9 0.333333
2.17 2 8 0.25
2.18 3 7 0.428571
2.19 3 9 0.333333
2.2 2 8 0.25
2.21 3 8 0.375
2.22 3 8 0.375
2.23 2 8 0.25
2.24 3 8 0.375
2.25 3 8 0.375
2.26 2 8 0.25
2.27 3 8 0.375
2.28 3 8 0.375
2.29 2 8 0.25
2.3 3 8 0.375
2.31 3 8 0.375
2.32 2 8 0.25
2.33 3 8 0.375
2.34 3 8 0.375
2.35 2 8 0.25
2.36 3 8 0.375
2.37 3 8 0.375
2.38 2 8 0.25
2.39 3 7 0.428571
2.4 3 9 0.333333
2.41 2 8 0.25
2.42 3 8 0.375
2.43 3 8 0.375
2.44 2 8 0.25
2.45 3 8 0.375
2.46 3 8 0.375
2.47 2 8 0.25
2.48 3 8 0.375
2.49 3 8 0.375
2.5 2 8 0.25
2.51 3 13 0.230769
2.52 3 11 0.272727
2.53 2 13 0.153846
2.54 3 11 0.272727
2.55 3 12 0.25
2.56 2 10 0.2
2.57 3 11 0.272727
2.58 3 12 0.25
2.59 2 9 0.222222
2.6 3 11 0.272727
2.61 3 12 0.25
2.62 2 10 0.2
2.63 3 11 0.272727
2.64 3 12 0.25
2.65 2 10 0.2
2.66 3 10 0.3
2.67 3 12 0.25
2.68 2 10 0.2
2.69 3 11 0.272727
2.7 3 11 0.272727
2.71 2 10 0.2
2.72 3 11 0.272727
2.73 3 12 0.25
2.74 2 10 0.2
2.75 3 11 0.272727
2.76 3 11 0.272727
2.77 2 10 0.2
2.78 3 11 0.272727
2.79 3 12 0.25
2.8 2 10 0.2
2.81 3 11 0.272727
2.82 3 14 0.214286
2.83 0 10 0
2.84 0 11 0
2.85 0 12 0
2.86 0 9 0
2.87 0 11 0
2.88 0 12 0
2.89 0 10 0
2.9 0 11 0
2.91 0 12 0
2.92 0 10 0
2.93 0 11 0
2.94 0 12 0
2.95 0 9 0
2.96 0 11 0
2.97 0 12 0
2.98 0 10 0
2.99 0 11 0
3 0 12 0
3.01 0 10 0
3.02 0 11 0
3.03 0 11 0
3.04 0 10 0
3.05 0 11 0
3.06 0 11 0
3.07 0 10 0
3.08 0 11 0
3.09 0 12 0
3.1 0 10 0
3.11 0 11 0
3.12 0 12 0
3.13 0 10 0
3.14 0 11 0
3.15 0 11 0
3.16 0 10 0
3.17 0 11 0
3.18 0 12 0
3.19 0 10 0
3.2 0 11 0
3.21 0 12 0
3.22 0 10 0
3.23 0 10 0
3.24 0 12 0
3.25 0 10 0
3.26 0 11 0
3.27 0 12 0
3.28 0 10 0
3.29 0 11 0
3.3 0 12 0
3.31 0 10 0
3.32 0 10 0
3.33 0 12 0
3.34 0 10 0
3.35 0 10 0
3.36 0 12 0
3.37 0 10 0
3.38 0 11 0
3.39 0 11 0
3.4 0 10 0
3.41 0 11 0
3.42 0 12 0
3.43 0 10 0
3.44 0 10 0
3.45 0 12 0
3.46 0 10 0
3.47 0 11 0
3.48 0 12 0
3.49 0 10 0
3.5 0 11 0
3.51 0 12 0
3.52 0 9 0
3.53 0 11 0
3.54 0 11 0
3.55 0 10 0
3.56 0 11 0
3.57 0 12 0
3.58 0 9 0
3.59 0 11 0
3.6 0 12 0
3.61 0 10 0
3.62 0 11 0
3.63 0 11 0
3.64 0 10 0
3.65 1 11 0.0909091
3.66 1 12 0.0833333
3.67 2 10 0.2
3.68 3 11 0.272727
3.69 4 12 0.333333
3.7 3 10 0.3
3.71 2 11 0.181818
3.72 4 12 0.333333
3.73 3 9 0.333333
3.74 4 11 0.363636
3.75 5 12 0.416667
3.76 5 10 0.5
3.77 5 11 0.454545
3.78 6 12 0.5
3.79 4 10 0.4
3.8 5 11 0.454545
3.81 6 11 0.545455
3.82 5 10 0.5
3.83 5 11 0.454545
3.84 6 12 0.5
3.85 4 10 0.4
3.86 6 11 0.545455
3.87 5 12 0.416667
3.88 4 9 0.444444
3.89 6 11 0.545455
3.9 5 12 0.416667
3.91 4 10 0.4
3.92 6 11 0.545455
3.93 6 12 0.5
3.94 4 10 0.4
3.95 5 11 0.454545
3.96 6 12 0.5
3.97 5 9 0.555556
3.98 5 11 0.454545
3.99 6 12 0.5
4 4 10 0.4
4.01 5 11 0.454545
4.02 6 12 0.5
4.03 5 9 0.555556
4.04 5 11 0.454545
4.05 5 12 0.416667
4.06 5 10 0.5
4.07 5 11 0.454545
4.08 6 12 0.5
4.09 4 10 0.4
4.1 6 11 0.545455
4.11 5 11 0.454545
4.12 5 10 0.5
4.13 5 11 0.454545
4.14 6 12 0.5
4.15 3 10 0.3
4.16 6 11 0.545455
4.17 6 12 0.5
4.18 4 10 0.4
4.19 6 11 0.545455
4.2 6 11 0.545455
4.21 5 10 0.5
4.22 4 11 0.363636
4.23 6 11 0.545455
4.24 4 10 0.4
4.25 6 11 0.545455
